03/12/2019;10:39:33.520;- DEBUG:;-------------------------------------------------------------------------------------
03/12/2019;10:40:02.678;- DEBUG:;-------------------------------------------------------------------------------------
03/12/2019;10:40:02.826;- DEBUG:;-------------------------------------------------------------------------------------
03/12/2019;10:40:02.874;- INFO:;[AMOt] PEPPER > Hello MisterUser.
03/12/2019;10:40:04.792;- DEBUG:;-------------------------------------------------------------------------------------
03/12/2019;10:40:08.105;- INFO:;[AQPa] PEPPER > Please tell me, should I move closer, move farther or stay here?
03/12/2019;10:40:20.042;- INFO:;[    ] USER > give me
03/12/2019;10:40:27.312;- INFO:;[AQNo] PEPPER > Sorry, I didn't get what you said. Please select an option on my tablet.
03/12/2019;10:40:39.979;- INFO:;[    ] USER > [u'move closer', 0.5393000245094299]
03/12/2019;10:40:39.980;- INFO:;[AMOt] PEPPER > Alright, I will move closer.
03/12/2019;10:40:54.203;- INFO:;[AQPa] PEPPER > Please tell me, should I move closer, move farther or stay here?
03/12/2019;10:41:12.265;- INFO:;[    ] USER > stay there
03/12/2019;10:41:13.753;- INFO:;[AQCo] PEPPER > Do you want me to stay here?
03/12/2019;10:41:19.540;- INFO:;[    ] USER > yes
03/12/2019;10:41:19.581;- INFO:;[AMOt] PEPPER > Alright, I will stay here.
03/12/2019;10:41:25.043;- DEBUG:;-------------------------------------------------------------------------------------
03/12/2019;10:41:25.719;- DEBUG:;-------------------------------------------------------------------------------------
03/12/2019;10:41:27.480;- INFO:;[CMPo] PEPPER > It is great to see you again and I am looking forward to spending time with you today. I am especially keen to learn more about you as an individual, including the things you like and value, and also the things that you perhaps don't like so much!
03/12/2019;10:41:46.926;- DEBUG:;-------------------------------------------------------------------------------------
03/12/2019;10:41:48.607;- INFO:;[CMPo] PEPPER > It's important to me to know how I should call you. I want to address you properly
03/12/2019;10:41:57.730;- INFO:;[CQQu] PEPPER > Please tell me, I'd like to know more.  I am aware that some English people prefer to be called by their first names as they think this to be more friendly. May I call you Human?
03/12/2019;10:42:12.503;- INFO:;[    ] USER > get sure
03/12/2019;10:42:13.375;- INFO:;[CMPo] PEPPER > I understand that you will be pleased to be called  Human
03/12/2019;10:42:19.266;- INFO:;[RMOt] PEPPER > Please tell me what to do, I am here for you
03/12/2019;10:42:23.250;- INFO:;[RQPr] PEPPER > Among other things, I can  show news from BBC News
03/12/2019;10:42:32.891;- INFO:;[    ] USER >  private
03/12/2019;10:42:38.292;- INFO:;[    ] USER >  privacy
03/12/2019;10:42:53.555;- INFO:;[    ] USER >  I need privacy
03/12/2019;10:42:55.901;- INFO:;[RQCo] PEPPER > Are you sure that you need privacy?
03/12/2019;10:43:01.551;- INFO:;[    ] USER > [u'yes', 0.7008000016212463]
03/12/2019;10:43:01.753;- INFO:;[RMOt] PEPPER > I will help you do that
03/12/2019;10:43:06.655;- DEBUG:;-------------------------------------------------------------------------------------
03/12/2019;10:43:10.736;- INFO:;[AMOt] PEPPER > Please touch my head when you want me to turn back towards you.
